Chapter,hanzi,meaning,example_en,usage_note
Chapter 3,沾亲带故,liés par des liens familiaux ou anciens,"Nous sommes de vieilles villes liées par des liens familiaux, donc la rencontre se sent particulièrement chaleureuse.",Décrit la parenté ou une longue connaissance.
Chapter 3,妙龄,prime de la jeunesse (pour les femmes),"Sur la photo, Mère était dans la fleur de sa jeunesse, avec un sourire éclatant.","Littéraire, souvent écrit."
Chapter 3,飘然而至,arriver à la légère ; apparaître gracieusement,Le souffle du printemps arriva légèrement sur la brise chaude.,Description littéraire de l'arrivée.
Chapter 3,去世,passer,"Après la mort de maman, la famille a gardé les vêtements de printemps qu'elle portait.",L'euphémisme poli pour la mort.
Chapter 3,心中,dans son cœur; intérieurement,"En lisant cette lettre, elle s'est sentie à nouveau aspirante pour sa mère dans son cœur.",Souvent dans la narration littéraire.
Chapter 3,泛起,Bien haut; montée (de sentiments),Le fait de mentionner le passé lui a apporté une lueur de larmes aux yeux.,Utilisé pour les émotions ou les ondulations.
Chapter 3,追思,chérir la mémoire de (le défunt),"Chaque Qingming, il va dans la tombe pour chérir la mémoire de sa mère.",Un souvenir formel.
Chapter 3,惆怅,mélancolie; triste,"De vieux objets remirent des souvenirs, la laissant un peu mélancolique.",Mot d'humeur littéraire.
Chapter 3,装束,robe; tenue,"Son costume était simple et élégant, il convenait à une femme professionnelle.",Peut aussi être utilisé comme verbe par écrit.
Chapter 3,时髦,à la mode; élégant,Ce manteau était très à la mode alors et ne semble toujours pas daté.,Souvent sur les vêtements.
Chapter 3,发型,coiffure,Elle a changé pour une coiffure fraîche et avait l'air beaucoup plus énergique.,Description de l'apparence commune.
Chapter 3,脐,nombril; bouton ventre,"Quand les pantalons de taille basse étaient populaires, les hauts à barreaux midriff ont suscité beaucoup de discussions.",Terme d'anatomie/d'habillement.
Chapter 3,触目惊心,choquant; étonnement,Un tel gaspillage est vraiment choquant à voir.,Fort impact visuel négatif.
Chapter 3,征集,recueillir; solliciter,"La revue sollicite des essais, et il en a soumis un sur sa mère.",Commun dans l'édition.
Chapter 3,文集,travaux collectés; anthologie,Cette anthologie rassemble les écrits de l'auteur sur les vêtements et la mémoire.,Terme de publication.
Chapter 3,附录,Annexe,L'annexe comprend les premières photos et les enregistrements de la taille des vêtements.,Terme académique/livre.
Chapter 3,谈吐,la manière de parler; diction,"Elle parle avec calme, révélant une bonne éducation.",Se réfère au style de la parole.
Chapter 3,得体,approprié; approprié,L'habillage approprié est très important dans une entrevue.,Loué pour le bien-fondé.
Chapter 3,就算,même si; accordé que,"Même si le style était daté, Mère ne pouvait pas supporter de jeter ce vêtement.",Connecteur concessif.
Chapter 3,推敲,polir la formulation; délibéré,Il a poli le titre de cet essai pendant longtemps avant de s'y fixer.,De l'histoire de Jia Dao.
Chapter 3,眼影,ombre oculaire,Elle n'applique qu'une légère touche d'ombre à paupières et semble rafraîchie.,Le vocabulaire du maquillage.
Chapter 3,灰晶,cristal grisâtre,Cette ombre à paupières grisâtre teinte de cristal convient au maquillage quotidien.,Terme de couleur spécifique au texte.
Chapter 3,唇膏,rouge à lèvres,Elle a choisi un rouge à lèvres léger pour correspondre à sa tenue de printemps simple.,Maquillage.
Chapter 3,面容,traits du visage; visage,"Sur la vieille photo, le visage de Mère était doux et ferme.",Formel/littéraire pour visage.
Chapter 3,别扭,inconfortable; inconfortable,"La taille est fausse, donc porter ce vêtement est gênant.",Peut décrire des relations ou des vêtements.
Chapter 3,借题发挥,utiliser un sujet comme prétexte pour faire un point,"Il ne parlait pas vraiment de vêtements, mais de leur utilisation comme prétexte pour discuter de la consommation.",Ton souvent critique.
Chapter 3,俏,joli; vif et charmant,La tenue de printemps la rendait particulièrement jolie.,Souvent pour les femmes / apparence.
Chapter 3,酷,frais; élégant,Elle pense que les cheveux courts avec un manteau de tranchée sont cool.,Utilisation de mots de prêt.
Chapter 3,时尚,mode; tendance,"La mode change rapidement, mais les styles classiques durent plus longtemps.",Peut être nom ou adjectif.
Chapter 3,顺风,avec le vent; aller doucement,Le temps est important au travail; aller avec le vent demande moins d'efforts.,Souvent figuratif.
Chapter 3,逆风,contre le vent; vent de face,"Pendant l'ajustement de l'industrie, les entreprises vont inévitablement contre le vent.",Des difficultés figuratives.
Chapter 3,免不了,inévitable; lié à,Parler de vêtements implique inévitablement l'esthétique et le temps.,Colloquial.
Chapter 3,出神,perdu dans la pensée; en transe,"Elle regardait les vieux vêtements, perdu dans la pensée, comme dans le passé.",Pas surnaturel.
Chapter 3,清纯,pure; innocent,"Son air jeune était pur, comme une brise de printemps.",Souvent décrit l'apparence ou le caractère.
Chapter 3,尝试,essayer; essayer,Elle a essayé de changer le vieux vêtement en un meilleur ajustement.,Verbe général.
Chapter 3,乃至,même à; aller jusqu'à,Ce tissu est si doux qu'il peut même être porté à côté de la peau.,Connecteur écrit formel.
Chapter 3,毒品,drogues; stupéfiants,Les jeunes devraient comprendre les méfaits de la drogue et rester loin.,Un sujet social sérieux.
Chapter 3,人生,la vie; sa vie,"Le vêtement enregistre non seulement le style, mais aussi les épisodes de la vie.",Nom abstrait.
Chapter 3,体验,expérience (de première main),Elle a passé une journée dans une usine à vivre le travail d'une couturière.,Souvent verbe dans la lecture des textes.
Chapter 3,跻身,rejoindre les rangs de; entrer,La marque s'est jointe aux semaines de mode internationales et a attiré l'attention.,"Formel, souvent en affaires."
Chapter 3,竭诚,"de tout cœur, avec toute la sincérité",Le commis a aidé de tout cœur les clients à choisir la bonne taille.,Durée de service officielle.
Chapter 3,忠告,conseils sincères,Les conseils sincères des anciens l'ont fait repenser la consommation de vêtements.,Nom ou verbe.
Chapter 3,童真,innocence enfantine,"Quand l'enfant portait de nouveaux vêtements, son visage était plein d'innocence.",Qualité d'enfance positive.
Chapter 3,品尝,goût; goût,Savourer lentement une tasse de thé est aussi une forme de repos.,Peut être littérale ou figurative.
Chapter 3,轻微,légère; mineure,Le tissu n'a que de légères rides; le repassage le réparera.,En face de sévère.
Chapter 3,大麻,cannabis; marijuana,La loi interdit strictement la culture ou la vente de cannabis.,Discuter uniquement dans le contexte de la prévention.
Chapter 3,在世为人,Vivre sa vie dans ce monde,Vivre dans ce monde exige à la fois dignité et modération.,Une phrase philosophique.
Chapter 3,底线,ligne de fond; limite,La consommation peut poursuivre la beauté mais ne doit pas dépasser la limite de la raison.,Une métaphore commune.
Chapter 3,白领,travailleur à col blanc,Beaucoup d'ouvriers préfèrent une tenue de bureau simple et pointue.,Terme de catégorie sociale.
Chapter 3,型,style; type; modèle,Les manteaux souples sont de style cette année.,"Courte pour ""."
Chapter 3,差异,différence; écart,La différence entre les deux tissus réside principalement dans la respirabilité et la sensation.,Nom officiel.
Chapter 3,望去,regarder vers; regarder dans une direction,Il regarda dehors; la foule dans la rue coulait comme une marée.,Le verbe de mouvement littéraire.
Chapter 3,透亮,lumineux et clair; translucide,"La gaze est lumineuse et pure, adaptée au printemps et à l'été.",Décrit les matériaux légers.
Chapter 3,哲理,philosophie; perspicacité philosophique,L'essai tire beaucoup de philosophie de vie d'un seul vêtement.,Nom abstrait.
Chapter 3,启示,lumière; révélation,L'énergie de maman lui a donné une grande lumière.,Un aperçu positif.
Chapter 3,衣橱（柜）,armoire; placard,Elle ouvrit la garde-robe; des vêtements de printemps de nombreuses années accrochés à l'intérieur.,C'est une variante familière.
Chapter 3,质地,texture; qualité du matériau,Cette couche a une texture épaisse et garde bien au chaud.,Utilisé pour les tissus.
Chapter 3,绝迹,disparaître; devenir éteint,Ce vieux bouton grenouille a presque disparu en ville.,Souvent pour les douanes/espèces.
Chapter 3,裤腿,jambe de pantalon,Les jambes du pantalon sont un peu longues et doivent être raccourcies d'un pouce.,Partie vêtements.
Chapter 3,灰白,blanc cendré; blanc grisâtre,Il y avait déjà quelques brins blancs dans les temples de Mère.,Description des couleurs.
Chapter 3,腰围,taille; mesure de la taille,Le tailleur a soigneusement mesuré sa taille et ses épaules.,Mesure des vêtements.
Chapter 3,容下,tenir; accueillir,Cette petite armoire ne peut plus tenir plus de vêtements d'hiver.,Capacité spatiale.
Chapter 3,当下,en ce moment; en ce moment,Les tendances actuelles peuvent ne pas convenir à tout le monde.,Temps de référence.
Chapter 3,遗弃,abandon; abandon,Il ne faut pas abandonner les vêtements qui sont encore portés.,Forte négative.
Chapter 3,羞涩,timide; cinglé,Elle a timidement baissé la tête pour redresser son col.,Une douce émotion.
Chapter 3,初恋,premier amour,La vieille photo lui rappelait l'innocence du premier amour.,Mémoire émotionnelle.
Chapter 3,见证,témoin; témoignage,Ces vêtements ont été témoins des changements des temps.,Souvent figuratif.
Chapter 3,沐浴,se baigner; se prélasser (dans),"Au petit matin, elle se baissa dans la douce lumière de printemps.",Souvent figuratif.
Chapter 3,世俗,séculaire; mondain,Ne vous souciez pas trop des jugements mondains sur l'habillement.,Peut être neutre ou critique.
Chapter 3,军绿,vert armée,Les manteaux de tranchées vert armée étaient autrefois très populaires.,Terme de couleur.
Chapter 3,苗条,mince; mince,Une coupe bien ajustée l'a rendue plus mince.,D'habitude pour les femmes.
Chapter 3,九牛二虎之力,effort considérable,Il a fait d'énormes efforts pour porter le vieux coffre en bois à l'étage.,Idiome exagéré.
Chapter 3,讨,demande; demande,La couleur de ce vêtement est très agréable.,Polysémieux; le contexte compte.
Chapter 3,到手,obtenir; obtenir la prise de,Il a attendu longtemps avant d'obtenir le manteau en édition limitée.,Acquisition de colloques.
Chapter 3,国防绿,défense nationale verte,"Dans les années 80, les manteaux verts de défense nationale étaient courants.",Période terme mode.
Chapter 3,军用,utilisation militaire,La toile militaire est dure et a été utilisée pour les sacs et les chaussures.,Terme matériel/style.
Chapter 3,水壶,cantine; bouilloire; bouteille d'eau,Il a porté une cantine et a continué le long du sentier de montagne.,Tous les jours.
Chapter 3,强劲,puissant; robuste,Le vent puissant a fait le rack de vêtements.,Souvent pour force/tendance.
Chapter 3,风行,être en vogue; prévaloir,"Un pantalon à large jambe était en vogue, puis s'estompait tranquillement.",Contexte mode.
Chapter 3,置身于,se placer dans; être immergé dans,"Placé dans la salle d'exposition, on semblait entrer dans l'histoire de la robe.",Littéraire.
Chapter 3,审美,esthétique; goût en beauté,La lecture et le voyage contribuent à élargir le sens esthétique.,Souvent l'usage du nom.
Chapter 3,潮流,tendance; marée de la mode,"Les tendances changent, mais l'ajustement et la convenance comptent toujours.",Terme de mode.
Chapter 3,昂奋,excité; excité,"En entendant la bonne nouvelle, il est devenu excité et élevé.",émotion littéraire.
Chapter 3,置备,achat; équipement,Elle a acheté un ensemble de fournitures d'étude pour le nouveau semestre.,Achat formel.
Chapter 3,沉浸,être immergé dans,Elle était plongée dans des souvenirs et a perdu la trace du temps.,Figueur commun.
Chapter 3,溢美之词,éloges excessifs; flatterie,Évaluer le travail de façon réaliste et éviter les éloges excessifs.,Critique de la flatterie.
Chapter 3,开度,largeur d'ouverture (de vêtement),"L'ouverture avant du manteau est modérée, ce qui facilite la marche.",Terme de conception de vêtements.
Chapter 3,极为,extrêmement; très,Elle est très particulière sur les détails.,Intensificateur formel.
Chapter 3,夸张,exagéré; exagérer,Appeler de vieux vêtements sans valeur est quelque peu exagéré.,Peut être adj ou verbe.
Chapter 3,大摇大摆,swagger; marcher ostensiblement,Il est entré dans la salle de réunion comme si personne d'autre n'était là.,Souvent négatif.
Chapter 3,提携,guide et soutien; mentor,Le soutien des mentors supérieurs l'a aidé à éviter les détours dans sa carrière.,Formelle/polite.
Chapter 3,前辈,senior; génération plus âgée,Les aînés lui ont rappelé que la robe devrait convenir à l'occasion.,Respectueux terme.
Chapter 3,感念,rappeler avec gratitude,Il se souvient avec gratitude du travail et des soins passés de sa mère.,Un ton formel chaud.
Chapter 3,女郎,jeune femme; femme,La jeune femme sur la couverture du magazine portait une tenue de printemps élégante.,Légèrement daté/officielle.
Chapter 3,眼神,regard dans les yeux; expression,"Le regard de la mère était doux, comme si elle l'encourageait.",Lecture émotionnelle.
Chapter 3,凸现,se démarquer; émerger clairement,"Sous la lumière, la texture du tissu se distinguait clairement.",Formellement écrite.
Chapter 3,诧异,étonné; surpris,Il était étonné de la hausse soudaine des prix.,Ça montre une surprise.
Chapter 3,不快,malheureuse; déplaisante,La blague d'un ami le déplaisait un peu.,État émotionnel.
Chapter 3,浮现,émerger; me rappeler,Le passé est apparu aussi clairement qu'une vieille photographie.,Souvent des souvenirs/images.
Chapter 3,就此,à ce moment; sur-le-champ; dès lors,La discussion s'arrête ici et s'achève.,Enveloppe une action.
Chapter 3,吱声,prononcer un son; parler,Il s'est assis dans le coin sans un mot pendant longtemps.,Colloque nordique.
Chapter 3,抗拒,résister; rejeter,Tous les jeunes ne résistent pas aux vêtements traditionnels.,Psychologique ou physique.
Chapter 3,毋庸,inutile; pas besoin,Inutile de dire que l'esthétique change avec le temps.,Formel.
Chapter 3,成因,cause; facteur contributif,Les experts ont analysé les causes de cet état d'esprit de consommation.,Tonalité académique.
Chapter 3,预示,Pré-ombre; présage,Les bourgeons germants présagent l'arrivée du printemps.,Prédiction formelle.
Chapter 3,凝固,solidifier; geler (figuratif),"À ce moment-là, son sourire semblait figé sur la photo.",Souvent figuratif dans la littérature.
Chapter 3,多变,variable; volatile,"Le temps du printemps est changeant, de sorte que les vêtements devraient être faciles à coucher.",Décrit l'instabilité.
Chapter 3,预料,prévoir; anticiper,Il ne s'attendait pas à ce que le vieux vêtement s'adapte si bien.,Prédiction.
Chapter 3,降临,arrivée; arrivée,"Le printemps est arrivé tranquillement, et les rues ont mis des couleurs plus légères.",Arrivée officielle.
Chapter 3,微颤,trembler légèrement,"Sa voix trembla légèrement, mais elle finit toujours l'histoire.",Mouvement subtil.
Chapter 3,劲风,vent fort; tempête,"Un vent fort leva l'ourlet de son manteau, et il saisit son écharpe.",Imagerie météorologique.
Chapter 3,相当于,équivalent à; égal à,Cette dépense représentait un demi-mois de coût de la vie.,Comparaison.
Chapter 3,效应,effet,Les vêtements de marque produisent parfois un effet de spectacle.,Académique/général.
Chapter 3,轻飘,léger et aéré; faible,La neige légère tomba sur ses épaules et fondit immédiatement.,Texture ou mode.
Chapter 3,诡谲,bizarre; imprévisible,La nuit était épouvantable et imprévisible ; les lampadaires balayaient dans le vent.,Adjectif littéraire.
Chapter 3,穿着,vêtements; vêtements,Son vêtement était simple mais propre et propre.,Concentrez-vous sur le nom.
Chapter 3,饮食,alimentation; aliments et boissons,Une alimentation raisonnable compte plus que la poursuite aveugle de la mode.,Sujet de la vie quotidienne.
Chapter 3,俗世,monde mortel; monde laïque,Il a gardé une sensibilité à la beauté dans le monde laïque.,Littéraire.
Chapter 3,无可责备,irréprochable; sans reproche,"Sa manipulation était régulière et approfondie, sans reproche.",Des louanges formelles.
Chapter 3,甚或,même; ou même,Le changement a même affecté les habitudes vestimentaires quotidiennes.,Intensificateur formel.
Chapter 3,有助于,être propice à; aider,La lecture des classiques aide à améliorer l'expression linguistique.,Structure formelle avec :
Chapter 3,提升,élever; améliorer,Une robe appropriée peut élever son roulement.,Fréquent dans le travail/la vie privée.
Chapter 3,情趣,charme; attrait; goût,Un bouquet ajoute du charme à une chambre.,Une esthétique positive.
Chapter 3,良性,bénigne; positif (cycle),La consommation rationnelle aide à former des habitudes positives.,Souvent.
Chapter 3,宣泄,évent (émotions); libération,L'écriture est une façon d'évacuer ses sentiments.,Terme psychologique.
Chapter 3,夕阳,coucher du soleil; les années suivantes,Le soleil couchant teint le porte-vêtements par la fenêtre doré.,Souvent poétique.
Chapter 3,作伴,garder compagnie; accompagner,Il garde un chat pour la compagnie tout en écrivant à la maison.,Un compagnon.
Chapter 3,活力,vitalité; énergie,Des vêtements à ressorts légers donnent un air plus énergique.,Qualité positive.
Chapter 3,关爱,soins; faire preuve de préoccupation,Les soins parentaux sont un soutien vital pour la croissance de l'enfant.,Terme social chaud.
Chapter 3,底层,couche inférieure; base,Il se soucie des besoins en vêtements des travailleurs de la base.,Terme de stratification sociale.
Chapter 3,深思,réfléchir profondément; réfléchir,Cette question mérite une réflexion approfondie.,Réflexion formelle.
Chapter 3,体味,Savourez; appréciez (expérience),Ce n'est qu'en savourant lentement qu'on peut lire l'émotion derrière les mots.,Verbe littéraire.
Chapter 3,松糕鞋,chaussures de plate-forme,Les chaussures de plate-forme étaient autrefois à la mode mais sont devenues plus tard rares.,Un objet de mode.
Chapter 3,三娘教子,San Niang Teachs Son Fils (histoire de l'opéra),Le texte mentionne cette histoire pour illustrer l'importance de l'éducation familiale.,Référence culturelle.
Chapter 3,性解放,libération sexuelle (sens académique),La leçon traite de l'idée de libération sexuelle dans un contexte académique.,Gérez de ton neutre académique.
Chapter 3,新新人类,jeunes de nouvelle génération (terme des années 1990),L'esthétique de cette génération diffère de celle des parents plus âgés.,Période argot.
Chapter 3,毛蓝布,Tissu de coton bleu brut,"Enfant, il portait un pantalon de coton bleu brut.",Période terme matériel.
Chapter 3,喇叭裤,pantalon à fond de cloche,Les Bell-bottoms étaient très populaires dans les années 1970.,Histoire de la mode.
Chapter 4,蜗牛,escargots; rythme lent (métaphore),L'auteur utilise l'escargot comme métaphore pour vivre lentement dans une société à rythme rapide.,La métaphore centrale dans la leçon.
Chapter 4,七荤八素,étourdissements; dans un désordre complet,Plusieurs jours d'heures supplémentaires le laissaient complètement désorienté.,Idiome de colloque.
Chapter 4,怨艾,ressentiment; amertume,Ne gardez pas le ressentiment sur le passé; apprendre à laisser aller les choses plus importantes.,Nom littéraire.
Chapter 4,闲者,personne libre; inactif,Ceux qui ont le loisir ont le temps d'observer les détails de la vie.,Terme d'essai philosophique.
Chapter 4,连声,en succession rapide; plusieurs fois,Le public applaudit à plusieurs reprises; l'atmosphère était vive.,Adverbe.
Chapter 4,赞许,approuver; éloges,Le professeur a loué son attitude ferme et sérieuse envers l'étude.,Évaluation positive.
Chapter 4,属,appartenir à; relever de,Cette question appartient à la discussion sur le mode de vie et ne doit pas être trop politisée.,Beaucoup de sens; dépendant du contexte.
Chapter 4,版,édition; version,Le livre a une édition révisée avec un contenu plus précis.,Terme de publication.
Chapter 4,足以,suffisamment pour; assez pour,Quelques exemples suffisent pour illustrer son point de vue.,Formel.
Chapter 4,接轨,se connecter à (normes); intégrer,Le développement urbain doit s'aligner sur les concepts verts.,Souvent économique/normes.
Chapter 4,步伐,rythme; marche,Nous devrions ajuster notre rythme et ne pas tout précipiter.,Littérale et figuratif.
Chapter 4,提速,accélérer; accélérer,"Après la montée du rail à grande vitesse, le temps de déplacement a été considérablement réduit.",Durée de vie moderne.
Chapter 4,超速,vitesse; dépasser la limite de vitesse,La vitesse est très dangereuse et doit être arrêtée.,Terme de circulation.
Chapter 4,镜头,objectif de la caméra; prise de vue,La caméra a lentement balayé la rue vide.,Vocabulaire des médias.
Chapter 4,隐去,cache; s'efface de la vue,"Au crépuscule, les montagnes lointaines s'estompaient progressivement de vue.",Littéraire.
Chapter 4,起身,se lever; lever,"Il s'est levé pour fermer la fenêtre, et la chambre est devenue calme.",Une motion quotidienne.
Chapter 4,卡,Carte bloquée (sens du mot-prêt),"L'ordinateur a gelé à nouveau, donc il a dû arrêter le travail.",Colloque technique.
Chapter 4,家人,membres de la famille,"Peu importe l'activité, réservez du temps à la famille.",Terme familial chaud.
Chapter 4,恋人,amour; amour,Le couple marchait lentement au coucher du soleil.,Terme relationnel.
Chapter 4,书信,lettre; correspondance,Il est resté en contact avec des amis éloignés par des lettres.,Communication traditionnelle.
Chapter 4,灶,cuisinière de cuisine; foyer,La bouilloire sur le poêle a bouilli avec un son doux.,Image de la vie à la maison.
Chapter 4,往日,anciens jours; le passé,"À l'époque, la famille se réunissait autour du poêle.",Nostalgique.
Chapter 4,阖家,toute la famille,Spring Festival est un moment important pour toute la famille de se réunir.,Formelle/écrite.
Chapter 4,进餐,prendre un repas; dîner,Manger lentement et bien mâcher aide à la digestion.,Formel pour manger.
Chapter 4,天伦之乐,bonheur familial; joie domestique,Rentrer à la maison le week-end apporte joie familiale et détente.,Idiom familial.
Chapter 4,追忆,rappel; rappel,Il s'est souvenu du rythme plus lent de la vie dans le passé.,Mémoire littéraire.
Chapter 4,场景,scène; réglage,La description de scène à l'ouverture est très délicate.,Terme narratif.
Chapter 4,弹簧,ressort; rebondir (métaphore),"Un ressort rebondit après la pression, comme le rythme de la vie.",métaphore physique dans le texte.
Chapter 4,松弛,Relax; desserrer,Le week-end a détendu ses nerfs tendus.,En face du temps.
Chapter 4,有心,intentionnellement; attentif,"Il voulait ralentir, mais les appels au travail ont été interrompus.",Intention ou soins.
Chapter 4,放缓,Ralentissement; facilité,La ville a commencé à préconiser un rythme de vie plus lent.,Terme politique/de style de vie.
Chapter 4,步子,étape; rythme,"Ses pas ralentissent, et les scènes de rue deviennent plus claires.",Colloquial.
Chapter 4,人潮,foule; flux de personnes,"À l'heure de pointe, les foules surgissent et le métro est bondé.",Imagerie urbaine.
Chapter 4,蒸汽机,Moteur à vapeur,Le moteur à vapeur a changé la façon dont les humains produisent des biens.,Histoire industrielle.
Chapter 4,原意,signification originale; intention,La citation hors contexte déforme l'intention initiale de l'auteur.,Interprétation du texte.
Chapter 4,劳动力,main-d'oeuvre; main-d'oeuvre,L'âge de la vapeur a libéré de grandes quantités de travail.,Terme économique.
Chapter 4,随之而起,se lèvent avec elle,"De nouvelles technologies sont apparues avec elle, et le rythme de la vie a continué à s'accélérer.",Une séquence formelle.
Chapter 4,休闲,Loisirs; détente,"Le week-end, il aime lire et se détendre à la maison.",Mode de vie moderne.
Chapter 4,增,augmentation; ajouter,La population urbaine a continué d'augmenter ces dernières années.,Souvent en composés.
Chapter 4,后期,phase ultérieure; dernière période,Cet essai a été fortement révisé à son stade ultérieur.,Période.
Chapter 4,大大,grandement; considérablement,La nouvelle politique a considérablement raccourci le délai d'approbation.,Intensificateur de colloquial.
Chapter 4,精简,simplifier; simplifier,La rationalisation des réunions laisse plus de temps à réfléchir.,Efficacité positive.
