"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"Chapter 1","两手空空","liǎng shǒu kōngkōng","手里没有什么东西。","empty-handed","形","～地回来；～而归；两手～","中性","他去求职，结果两手空空地回来了。","He went to look for a job but came back empty-handed.","Used for having no possessions or results.","","一无所有"
"Chapter 1","蒸蒸日上","zhēngzhēng rì shàng","比喻事业一天天向上发展。","flourishing","动","生意～；事业～；发展～","褒义","祝您的公司业务蒸蒸日上。","I wish your company's business flourishes more every day.","Commonly used in well-wishes for business.","","兴旺"
"Chapter 1","价位","jiàwèi","指商品和服务价格所处的档次。","price level","名","～适中；～合理；高～","中性","这件衣服的价位属于中等。","The price level of this clothing is medium.","Used to categorize products by cost.","","价格"
"Chapter 1","适中","shìzhōng","合适，不太贵也不太便宜。","moderate","形","价格～；温度～；大小～","中性","这家餐厅的价格适中，味道也不错。","This restaurant's prices are moderate and the taste is good.","Often refers to price, size, or degree.","","合适"
"Chapter 1","派头","pàitóu","气派。","style; manner","名","有～；大～；摆～","中性","他穿上西装后，很有大老板的派头。","After putting on a suit, he has the manner of a big boss.","Can be slightly ironic depending on context.","","气派"
"Chapter 1","高档","gāodàng","高级档次的（商品、服务等）。","high-end","形","～住宅；～酒店；～餐厅","褒义","这条街上有很多高档商店。","There are many high-end shops on this street.","Opposite of 低档.","","高级"
"Chapter 1","露天","lùtiān","在房屋外，没有遮挡。","open-air","名","～影院；～市场；～音乐会","中性","夏天我们喜欢去露天游泳池。","We like going to open-air swimming pools in summer.","Used for outdoor venues.","","室外"
"Chapter 1","风吹日晒","fēngchuī rìshài","寒风吹，烈日晒。","exposed to the weather","动","经受～；长期～；不怕～","中性","建筑工人们每天都要经受风吹日晒。","Construction workers are exposed to the wind and sun every day.","Describes harsh outdoor working conditions.","","饱经风霜"
"Chapter 1","车位","chēwèi","停车的位置。","parking space","名","找～；占～；没有～","中性","在这个商场找个车位真不容易。","It's really not easy to find a parking space in this mall.","Common in urban life.","","车库"
"Chapter 1","代步工具","dàibù gōngjù","代替走路的交通工具。","means of transport","名","主要的～；～首选；以...为～","中性","自行车是他主要的代步工具。","The bicycle is his main means of transport.","Literally ""tool to replace walking.""","","交通工具"
"Chapter 1","中档","zhōngdàng","中等档次的。","mid-range","形","～商品；～市场；～消费","中性","这家酒店的定位是中档市场。","This hotel targets the mid-range market.","Between high-end and low-end.","","普通"
"Chapter 1","实惠","shíhuì","有实际的好处。","affordable; practical","形","经济～；价格～；～耐用","褒义","去批发市场买东西既方便又实惠。","Buying things at the wholesale market is both convenient and affordable.","Focuses on getting value for money.","","实惠"
"Chapter 1","固定资产","gùdìng zīchǎn","不变动、不移动的资产。","fixed assets","名","投资～；增加～；管理～","中性","房产和机器属于公司的固定资产。","Real estate and machinery are fixed assets of the company.","Accounting and business term.","","财产"
"Chapter 1","客户","kèhù","顾客，客商。","customer; client","名","开发新～；老～；服务～","中性","我们需要诚恳地对待每一位客户。","We need to treat every client sincerely.","Common in business settings.","","顾客"
"Chapter 1","实力","shílì","实在的力量。","strength; power","名","～雄厚；～相当；有～","中性","他的比赛表现证明了他的实力。","His performance in the match proved his strength.","Used for companies, athletes, or countries.","","能力"
"Chapter 1","贷款","dàikuǎn","从银行借钱。","loan; to provide a loan","动","申请～；～买房；银行～","中性","他打算贷款买一套新房子。","He plans to take out a loan to buy a new house.","Can be a noun or a verb.","","借款"
"Chapter 1","包装","bāozhuāng","指打扮自己或商品的装饰。","packaging; self-promotion","动","～自己；～产品；过度～","中性","现代艺人都需要经过专业的包装。","Modern artists all need professional packaging/branding.","Can refer to physical boxes or image branding.","","装潢"
"Chapter 1","合身","héshēn","(衣服等)穿在身上很合适。","well-fitting","形","非常～；～得体；衣服～","中性","这件西装穿在他身上非常合身。","This suit fits him very well.","Only used for clothing.","","合适"
"Chapter 1","量身定做","liáng shēn dìng zuò","根据身体的尺寸特制做的。","tailor-made","动","～服务；～方案；～服装","中性","这套礼服是请名家量身定做的。","This gown was tailor-made by a famous designer.","Can be used for specific plans or solutions.","","定制"
"Chapter 1","质地","zhìdì","某种材料的性质。","texture; quality","名","～坚硬；～柔软；～上乘","中性","这种面料质地柔软，穿着舒服。","This fabric has a soft texture and is comfortable to wear.","Used for physical materials.","","质量"
"Chapter 1","手感","shǒugǎn","手摸上去的感觉。","feel; touch","名","～不错；～柔软；～好","口语","这件毛衣的手感非常暖和。","This sweater feels very warm to the touch.","Usually used for fabrics or products.","","摸"
"Chapter 1","做工","zuògōng","指制作的技术和质量。","workmanship","名","～细腻；～精细；～考究","中性","这件手工制品的做工非常讲究。","The workmanship of this handmade product is very exquisite.","Focuses on how something was made.","","工艺"
"Chapter 1","赠品","zèngpǐn","赠送的物品。","gift; freebie","名","附送～；促销～；买一送一的～","中性","超市里买大桶油常有赠品。","Supermarkets often give freebies when you buy large jugs of oil.","Common in retail.","","礼物"
"Chapter 1","情结","qíngjié","深藏心底的感情。","complex; attachment","名","怀旧～；故乡～；文化～","中性","老一辈人对土地总有一种深厚的情结。","The older generation always has a deep attachment to the land.","Psychological term used broadly.","","情节"
"Chapter 1","信誉","xìnyù","信用和名誉。","reputation; credit","名","～卓著；～良好；建立～","褒义","企业的信誉是生存的根本。","A company's reputation is the root of its survival.","Used for businesses or individuals.","","名誉"
"Chapter 1","代名词","dàimíngcí","替代某种事物的词语。","synonym; pronoun","名","成为...的～；...的～；相当于～","中性","在很多人眼中，这种跑车就是财富的代名词。","For many, this sports car is a synonym for wealth.","Used metaphorically.","","绰号"
"Chapter 1","钟有独钟","qíng yǒu dú zhōng","对某事或事物有特别喜爱的感情。","have a soft spot for","动","对她～；对...～；情有独钟","褒义","他对中国书法情有独钟。","He has a special liking for Chinese calligraphy.","Usually written as 情有独钟.","","偏爱"
"Chapter 1","一概","yīgài","全部如此，没有例外。","all; without exception","副","～拒绝；～否定；～不知","中性","这些要求被他一概否定了。","He rejected all these requests without exception.","Used for categorical statements.","","一律"
"Chapter 1","大款","dàkuǎn","拥有较多钱财的人。","tycoon; rich person","名","当了～；像个～；～派头","口语","他创业成功后成了一个大款。","He became a tycoon after his business succeeded.","Informal term.","","富翁"
"Chapter 1","崇拜","chóngbài","崇敬、敬佩。","worship; adore","动","～偶像；～明星；～英雄","中性","学生们都很崇拜这位杰出的科学家。","The students all adore this outstanding scientist.","High level of respect.","","敬佩"
"Chapter 1","攀比","pānbǐ","多指在物质方面跟别人比较。","keep up with the Joneses","动","盲目～；互相～；～心理","贬义","我们不应该在生活上互相攀比。","We shouldn't compete with each other in terms of lifestyle.","Usually negative.","","比较"
"Chapter 1","一掷千金","yí zhì qiān jīn","形容挥霍无度，花钱很大。","spend money like water","动","～的行为；～消费；～一把","贬义","他为了赌博不惜一掷千金。","He didn't hesitate to spend money like water on gambling.","Describes extreme extravagance.","","挥霍"
"Chapter 1","身份","shēnfèn","指人的社会地位。","status; identity","名","～地位；～证；～象征","中性","请出示您的身份证明。","Please show your identity certification.","Status in society or personal ID.","","地位"
"Chapter 1","陷入","xiànrù","处于不利的境地。","fall into","动","～沉思；～困境；～危机","贬义","国家陷入了长期的经济衰退。","The country fell into a long economic recession.","Often used with negative states.","","陷入"
"Chapter 1","怪圈","guàiquān","比喻难以摆脱的现象。","vicious circle","名","逃出～；陷入～；走出～","贬义","很多企业都陷入了降价竞争的怪圈。","Many companies have fallen into the vicious circle of price wars.","A ""strange circle"" of events.","","恶性循环"
"Chapter 1","图","tú","为了，贪图。","seek; aim for","动","～方便；～省钱；～省事","口语","他这样做只是图个名声。","He did this just to seek fame.","Focusing on a specific benefit.","","贪图"
"Chapter 1","精品","jīngpǐn","精良的物品。","boutique; high-quality","名","打造～；～店；～意识","褒义","商场里新开了一家精品店。","A new boutique opened in the mall.","Top quality items.","","名牌"
"Chapter 1","装修","zhuāngxiū","对房屋的装饰。","renovation; decoration","动","内部～；～公司；家庭～","中性","新办公室正在进行内部装修。","The new office is undergoing interior renovation.","Physical building work.","","装饰"
"Chapter 1","门可罗雀","mén kě luó què","比喻门庭冷落，宾客稀少。","deserted; lonely","形","生意～；～游泳池；～市场","贬义","自从超市搬走，这条街就门可罗雀了。","Since the supermarket moved, this street has been deserted.","Literally ""can catch sparrows at the door.""","","冷清"
"Chapter 1","亏损","kuīsǔn","支出超过收入。","loss; deficit","动","严重～；～竞争；陷入～","贬义","由于原材料涨价，公司出现了亏损。","Due to rising material costs, the company suffered a loss.","Financial term.","","赔本"
"Chapter 2","招聘","zhāopìn","用公开招的方式招人。","recruit; hire","动","～广告；～广告；～信息","中性","很多企业在大学校园里招聘毕业生。","Many companies recruit graduates on university campuses.","Official hiring process.","","录用"
"Chapter 2","天生","tiānshēng","天然生成的。","innate; born","形","～的领袖；～产品；买～","中性","他天生就有一副好嗓子。","He was born with a good voice.","Inherent traits.","","生来"
"Chapter 2","公务员","gōngwùyuán","政府机关的工作人员。","civil servant","名","考～；～商店；～品牌","中性","他的梦想是成为一名国家公务员。","His dream is to become a national civil servant.","Government employee.","","官僚"
"Chapter 2","科室","kēshì","管理部门中的各科、室。","administrative section","名","行政～；行政～；技术～","中性","有什么问题可以去行政科室询问。","If you have questions, you can ask at the administrative section.","Typical in Chinese organizations.","","部门"
"Chapter 2","纸上谈兵","zhǐ shàng tán bīng","比喻不联系实际，空发议论。","armchair strategy","动","只会～；～能力；～理论","贬义","做事业不能纸上谈兵，要付诸行动。","You can't just engage in armchair strategy; you must take action.","Derived from military history.","","空谈"
"Chapter 2","凭","píng","根据，靠。","based on; lean on","介","～本事；～经验；～实力","中性","他凭着自己的努力赢得了比赛。","He won the match based on his own efforts.","Source of ability or evidence.","","依靠"
"Chapter 2","成年累月","chéngnián lěi yuè","形容时间长。","year in year out","副","～地工作；～地学习；～地研究","中性","他成年累月地在实验室里做研究。","He works in the lab year in and year out.","Emphasizes long duration.","","长年累月"
"Chapter 2","操持","cāochí","料理、处理。","handle; manage","动","～家务；～家庭；～事业","中性","母亲一辈子都在辛苦地操持家务。","Mother spent her life hard at managing the household.","Usually used for domestic affairs.","","料理"
"Chapter 2","格局","géjú","结构和形式。","pattern; setup","名","世界～；经济～；人生～","中性","我们需要提高自己的眼界和格局。","We need to broaden our horizons and mindset/pattern.","Scale or structural arrangement.","","结构"
"Chapter 2","风险","fēngxiǎn","可能发生的危险。","risk","名","冒～；承担～；降低～","中性","任何投资都伴随着一定的风险。","Any investment comes with a certain risk.","Danger of loss.","","危险"
"Chapter 2","福气","fúqì","享受幸福生活的命运。","good fortune","名","有～；～很大；有～的人","褒义","能有这么孝顺的孩子是你的福气。","It's your good fortune to have such filial children.","Common in social greetings.","","好运"
"Chapter 2","见缝插针","jiàn fèng chā zhēn","比喻利用一切可利用的时间。","make use of every second","动","～地学习；～地复习；～地读书","中性","他在繁忙的工作中见缝插针地学习英语。","He squeezes in English study during his busy work schedule.","Resourcefulness with time/space.","","分秒必争"
"Chapter 2","憧憬","chōngjǐng","一心期望，盼望。","longing; vision","动","～未来；～美好；～幸福","褒义","年轻人对未来充满了美好的憧憬。","Young people are full of beautiful visions for the future.","Emotional longing for the future.","","向往"
"Chapter 2","婆婆妈妈","pópo māma","形容说话唠叨或办事拖沓。","wordy; fussy","形","～的性格；～的人；别～","贬义","他办事总是婆婆妈妈的，不干脆。","He is always fussy and not decisive when doing things.","Usually negative.","","唠叨"
"Chapter 2","深沉","shēnchén","沉着持重，有深度。","deep; profound","形","～的爱；～的思考；～的男人","褒义","他是个性格深沉、不爱说话的人。","He is a person with a deep character who doesn't talk much.","Used for personality or emotions.","","稳重"
"Chapter 2","实力","shílì","实在的力量或能力。","strength; capability","名","展现～；经济～；～强大","中性","这家公司在技术方面拥有雄厚的实力。","This company has strong capabilities in technology.","Actual power.","","力量"
"Chapter 2","雄厚","xiónghòu","人力、物力等充足。","abundant; solid","形","资金～；技术～；人才～","褒义","这所大学拥有雄厚的师资力量。","This university has solid faculty resources.","Used for resources.","","丰富"
"Chapter 2","千载难逢","qiān zǎi nán féng","形容机会极其难得。","once in a lifetime","形","～的机会；～的机会；～的机遇","褒义","这对他来说是一个千载难逢的好机会。","This is a once-in-a-lifetime opportunity for him.","Literally ""hard to meet in 1000 years.""","","难得"
"Chapter 2","简历","jiǎnlì","简明扼要的履历。","resume; CV","名","投递～；写～；更新～","中性","请在面试时带上一份个人简历。","Please bring a personal resume to the interview.","Professional summary.","","履历"
"Chapter 2","硕士","shuòshì","学位的一种。","Master's degree","名","攻读～；读～；～学位","中性","他在美国获得了计算机硕士学位。","He obtained a Master's degree in Computer Science in the US.","Academic title.","","研究生"
"Chapter 2","干部","gànbù","担任领导或管理工作的人员。","cadre; officer","名","基层～；年轻～；机关～","中性","他是一名在政府工作的年轻干部。","He is a young cadre working in the government.","Common in Chinese administration.","","官员"
"Chapter 2","秩序","chéngxù","事情进行的先后次序。","procedure; order","名","法律～；遵守～；按～办事","中性","我们需要按照规定的程序办理手续。","We need to go through the formalities according to the procedure.","Wait for one's turn or logical steps.","","程序"
"Chapter 2","公益","gōngyì","公共的利益。","public welfare","名","～活动；～事业；做～","褒义","很多明星都热衷于参加公益事业。","Many celebrities are keen on participating in public welfare.","Non-profit/charity focus.","","慈善"
"Chapter 2","多才多艺","duō cái duō yì","具有多方面的才能。","versatile; talented","形","～的学生；～广阔；市场～","褒义","她是一个多才多艺的女孩，会唱歌也会画画。","She is a versatile girl who can sing and paint.","Multiple skills.","","全才"
"Chapter 2","家常便饭","jiācháng biànfàn","比喻经常发生的事。","commonplace","名","成了～；～到...；～进","中性","对他来说，加班已经是家常便饭了。","For him, working overtime is already a commonplace occurrence.","Literally ""home-cooked meal.""","","习以为常"
"Chapter 2","前景","qiánjǐng","将来的景象和情况。","prospect; future","名","～光明；～资本；～医院","褒义","这个行业的发展前景非常广阔。","The development prospects of this industry are very vast.","Focuses on potential.","","未来"
"Chapter 2","渗透","shèntòu","逐渐进入，扩展到。","permeate; seep","动","～到生活中；～运转；～机制","中性","互联网已经渗透到了我们生活的方方面面。","The internet has permeated every aspect of our lives.,Slow"," thorough spread.","","进入"
"Chapter 2","民营","mínyíng","私人或集体经营的。","privately run","形","～企业；管理～；用语～","中性","民营经济在我国经济中占有重要地位。","The private economy holds an important position in our country.","Non-state owned.","","私营"
"Chapter 2","薪酬","xīnchóu","报酬，工资。","compensation; salary","名","～待遇；～方式；～团队","中性","这家公司提供的薪酬非常有竞争力。","The compensation offered by this company is very competitive.","Formal term for pay.","","工资"
"Chapter 2","运作","yùnzuò","进行工作，开展活动。","operate; function","动","正常～；～水平；～业绩","中性","市场经济需要按照一定的规则来运作。","The market economy needs to operate according to certain rules.","Business or mechanical process.","","运行"
"Chapter 2","规范","guīfàn","合乎规定或标准。","standard; regulated","形","行为～；自主～；～成功","中性","由于管理不规范，公司出现了很多问题。","Due to unregulated management, the company had many problems.","Following rules.","","标准"
"Chapter 2","营销","yíngxiāo","经营，销售。","marketing","动","～策划；～企业家；～创业","中性","这种新型的营销模式非常成功。","This new type of marketing model is very successful.","Strategic selling.","","销售"
"Chapter 2","提升","tíshēng","向上提高，升格。","enhance; promote","动","～能力；～简单；～容易","褒义","通过培训，员工的技能得到了显著提升。","Through training, the employees' skills were significantly enhanced.","Improvement in quality/level.","","提高"
"Chapter 2","创业","chuàngyè","创办事业。","entrepreneurship","动","回国～；～地通过；～解决","褒义","现在很多大学毕业生选择自主创业。","Now many university graduates choose to start their own businesses.","Starting a business.","","开业"
"Chapter 2","白手起家","báishǒu qǐjiā","形容原来没有基础而创立事业。","start from scratch","动","～的商人；～行业；～之本","褒义","他从一名普通工人白手起家，成了大老板。","Starting from scratch as a worker, he became a big boss.","Building from nothing.","","艰苦创业"
"Chapter 2","并非","bìngfēi","并不是。","is not at all","动","～如此；～梦想；～理想","中性","事实并非你想象的那样简单。","The facts are not at all as simple as you imagine.","Formal negation.","","不是"
"Chapter 2","轻而易举","qīng ér yì jǔ","形容事情做起来很容易。","easy; effortless","形","～地完成；～机构；～市场","中性","由于准备充分，他轻而易举地通过了考试。","Because he prepared well, he passed the exam effortlessly.","Literally ""easy as lifting a feather.""","","容易"
"Chapter 2","立足","lìzú","站稳脚跟，能生存。","gain a foothold","动","～于社会；～名人；接受～","中性","年轻人要在社会上立足，必须有一技之长。","To gain a foothold in society, young people must have a skill.","To survive in a field/place.","","生存"
"Chapter 2","美梦成真","měi mèng chéng zhēn","美好的幻想得以实现。","dreams come true","动","终于～；～鸡；～鸡蛋","褒义","经过多年的努力，他终于美梦成真了。","After years of effort, his dream finally came true.","Wishes becoming reality.","","如愿以偿"
"Chapter 2","金融","jīnróng","指货币流通、银行等。","finance","名","～危机；点～；送～","中性","华尔街是全球著名的金融中心。","Wall Street is a world-famous financial center.","Banking and money markets.","","财政"
"Chapter 2","采访","cǎifǎng","搜集素材；访问。","interview","动","～对象；坚强～；做...的～","中性","记者正在现场采访受灾群众。","The reporter is interviewing the affected people on site.","News gathering.","","访问"
"Chapter 3","散养","sànyǎng","分散饲养或放养。","free-range","动","～土鸡；～为...；大家～","中性","散养的鸡肉质比笼养的更好。","Free-range chicken tastes better than caged chicken.","Used for livestock.","","放养"
"Chapter 3","外卖","wàimài","饭店送的食物。","takeout; delivery","名","叫～；没有～；消除～","中性","下班太累了，我们叫个外卖吧。","Too tired after work, let's order takeout.","Mobile app delivery culture.","","送餐"
"Chapter 3","后盾","hòudùn","比喻背后支持的力量。","backing; support","名","强大的～；～的教授；～的冠军","褒义","家人的支持是他创业最坚强的后盾。","His family's support is the strongest backing for his business.","Symbolic protection.","","支持"
"Chapter 3","公认","gōngrèn","大家一致认为。","universally recognized","动","被～为；慢性～；得了～","褒义","他是公认的一位非常优秀的教师。","He is universally recognized as a very excellent teacher.","General consensus.","","承认"
"Chapter 3","后顾之忧","hòu gù zhī yōu","指后方或家里的忧虑。","worries about the future/home","名","解除～；～住院；得～","中性","公司解决了住房问题，免除了员工的后顾之忧。","The company solved the housing issue, removing employees' worries about home.","Concerns holding one back.","","牵挂"
"Chapter 3","名副其实","míng fú qí shí","名声与实际相符。","worthy of the name","形","～的专家；～治疗；需要～","褒义","他不仅有学历，更有能力，是名副其实的专家。","He has both the degree and the ability; he is an expert worthy of the name.","Truth in labeling.","","名不虚传"
"Chapter 3","咽炎","yānyán","喉咙部位发炎。","pharyngitis","名","患有～；说了一～；跑了一～","中性","教师是一个容易患慢性咽炎的职业。","Teaching is a profession prone to chronic pharyngitis.","Medical condition.","","感冒"
"Chapter 3","急性肺炎","jíxìng fèiyán","急性发作的肺部炎症。","acute pneumonia","名","确诊～；～下来；～生活","中性","他因为急性肺炎需要住院观察。","He needs to be hospitalized for observation due to acute pneumonia.","Medical condition.","","肺病"
"Chapter 3","打点滴","dǎ diǎndī","打静脉点滴。","to have an IV drip","动","去医院～；～的样子；显得～","口语","感冒太严重了，医生建议他去打点滴。","The cold was too severe, so the doctor suggested an IV drip.","Common in Chinese hospitals.","","输液"
"Chapter 3","通","tòng","用于动作。","bout; round","量","骂了一～；～父母；～入微","口语","他对着电话大骂了一通。","He gave a scolding over the phone.","Used for continuous action.","","顿"
"Chapter 3","安顿","āndùn","使人或物安排稳定。","settle down","动","～好家人；怀有～；实现～","中性","等我们在新城市安顿下来，就接父母过来。","When we settle down in the new city, we'll bring our parents over.","Stability in living/working.","","安排"
"Chapter 3","没精打采","méi jīng dǎ cǎi","形容精神低落。","listless; dispirited","形","整天～；～的时候；～的小伙子","贬义","他昨晚没睡好，今天干活没精打采的。","He didn't sleep well last night, so he's listless at work today.","Low energy.","","垂头丧气"
"Chapter 3","体贴","tǐtiē","体察别人的心情并照顾。","considerate; thoughtful","动","～妻子；～地工作；～地学习","褒义","他是一个非常体贴的人，总是照顾别人的感受。","He is a very considerate person, always looking after others' feelings.","Usually in relationships.","","温和"
"Chapter 3","雄心大志","xiónghīn dà zhì","远大的抱负。","lofty ambitions","名","有～；做～；成为～","褒义","年轻人应该有雄心大志，不要只图安逸。","Young people should have lofty ambitions, not just seek comfort.","Great goals.","","雄心壮志"
"Chapter 3","年轻力壮","niánqīng lì zhuàng","年纪小，体力强。","young and strong","形","趁着～；休闲～；商务～","褒义","趁着年轻力壮，你应该多去外面闯闯。","While you're young and strong, you should go out and explore more.","Prime of life.","","血气方刚"
"Chapter 3","一天到晚","yì tiān dào wǎn","整天，成天。","from morning till night","副","～忙个不停；～家务；～责任","中性","他一天到晚都在工作，很少有休息时间。","He works from morning till night, rarely having break time.","All day long.","","整天"
"Chapter 3","贤妻良母","xián qī liáng mǔ","贤惠的妻子，慈爱的母亲。","virtuous wife and good mother","名","标准的～；快～；工作～","褒义","在传统观念里，女性应该做贤妻良母。","In traditional views, women should be virtuous wives and good mothers.","Traditional ideal.","","相夫教子"
"Chapter 3","型","xíng","种类，模型。","type; style","名","运动～；～问题；缺乏～","中性","你喜欢什么类型的音乐？","What type of music do you like?","Categorization.","","类别"
"Chapter 3","团团转","túntúnzhuàn","形容忙碌、焦急。","run around in circles","动","忙得～；您的～；请教～","口语","快过年了，家庭主妇们都忙得团团转。","Chinese New Year is coming; housewives are running around in circles.","Extreme business.","","忙碌"
"Chapter 3","分担","fēndān","担负一部分。","share (a burden)","动","～压力；申请～；拥有～","褒义","夫妻应该共同分担家务。","Couples should share the household chores.","Sharing responsibility/pain.","","分享"
"Chapter 3","节奏","jiézòu","均匀有规律的进程。","rhythm; tempo","名","生活～；～英语；～运动","中性","大城市的生活节奏非常快。","The rhythm of life in big cities is very fast.","Speed of activities.","","韵律"
"Chapter 3","沟通","gōutōng","使彼此通达。","communicate","动","加强～；～在...；～酒吧","中性","良好的沟通是解决矛盾的关键。","Good communication is key to solving conflicts.","Exchange of ideas.","","交流"
"Chapter 3","高见","gāojiàn","尊称对方的见解。","insight; wise opinion","名","您的～；～人士；～了","褒义","对于这个问题，您有什么高见？","What are your wise opinions on this matter?","Respectful term.","","见解"
"Chapter 3","专利","zhuānlì","指某事只有某人享有。","patent; prerogative","名","发明～；家里的～；团队～","中性","做家务可不是女性的专利。","Doing housework is not a woman's prerogative.","Exclusive right.","","特权"
"Chapter 3","擅长","shàncháng","在某方面有专长。","be good at; excel in","动","～社交；事事～；工作～","褒义","她非常擅长烹饪，做的菜很好吃。","She is very good at cooking; her dishes are delicious.","Natural skill.","","精通"
"Chapter 3","泡","pào","较长时间待在某处。","soak; hang out","动","～在图书馆；爱～；～半天","口语","他整个周末都泡在网吧里。","He spent the whole weekend hanging out at the internet cafe.","Spending time (informal).","","泡病号"
